Symbol,Name,Industry,IndustryCode
SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
CBPO,China Biologic Products Holdings Inc,생명과학 및 메디컬 리서치,562020
NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
PACW,PacWest Bancorp,은행,551010
FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
WTFC,Wintrust Financial Corp,은행,551010
MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
VNET,21Vianet Group Inc ADR,소프트웨어 및 IT서비스,572010
SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
ACIW,ACI Worldwide Inc,소프트웨어 및 IT서비스,572010
NOVT,Novanta Inc,전자 장비 및 부품,571040
SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
SLGN,Silgan Holdings Inc,용기 및 포장,513020
ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
UMBF,UMB Financial Corp,은행,551010
GSHD,Goosehead Insurance Inc Class A,보험,553010
HCM,Hutchison China MediTech Ltd ADR,제약,562010
ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
SMTC,Semtech Corp,반도체 및 반도체 장비,571010
QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
SGMS,Scientific Games Corp,호텔 및 엔터테인먼트,533010
CHK,Chesapeake Energy Corp,오일 및 가스,501020
WEN,Wendys Co,호텔 및 엔터테인먼트,533010
KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
HOMB,Home BancShares Inc,은행,551010
WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
CAR,Avis Budget Group Inc,운송업,524060
HAIN,Hain Celestial Group Inc,식품 및 담배,541020
ARRY,Array Technologies Inc,재생에너지,502010
JOBS,51job Inc ADR,전문 및 상업 서비스,522030
VRM,Vroom Inc,소프트웨어 및 IT서비스,572010
LBTYA,Liberty Global PLC Class A,미디어 및 출판,533020
LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
SIGI,Selective Insurance Group Inc,보험,553010
CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
AMRS,Amyris Inc,화학,511010
GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
TCBI,Texas Capital Bancshares Inc,은행,551010
NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FCEL,Fuelcell Energy Inc,재생에너지,502010
LESL,Leslie's Inc,레저 상품,532050
CIGI,Colliers International Group Inc,부동산 운영 관리,601010
PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
GRFS,Grifols SA ADR,제약,562010
JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
CDLX,Cardlytics Inc,미디어 및 출판,533020
BIGC,Bigcommerce Holdings  Inc. Series 1,소프트웨어 및 IT서비스,572010
IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
CERT,Certara Inc,소프트웨어 및 IT서비스,572010
LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
ALGT,Allegiant Travel Co,운송업,524060
STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
BCPC,Balchem Corp,식품 및 담배,541020
UMPQ,Umpqua Holdings Corp,은행,551010
CCXI,ChemoCentryx Inc,제약,562010
AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
TIGO,Millicom International Cellular SA,통신 서비스,574010
INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
PPBI,Pacific Premier Bancorp Inc,은행,551010
GOCO,Gohealth Inc Class A,보험,553010
LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
APLS,Apellis Pharmaceuticals Inc,제약,562010
AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
AVT,Avnet Inc,전자 장비 및 부품,571040
CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
PDCE,PDC Energy Inc,오일 및 가스,501020
VIACA,ViacomCBS Inc Class A,미디어 및 출판,533020
FHB,First Hawaiian Inc,은행,551010
UFPI,Ufp Industries Inc,종이 및 임산물,513010
TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
CELH,Celsius Holdings Inc,음료,541010
LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
TLRY,Tilray Inc,제약,562010
EYE,National Vision Holdings Inc,전문품 상점,534030
UPST,Upstart Holdings Inc,은행,551010
KNSL,Kinsale Capital Group Inc,보험,553010
BHF,Brighthouse Financial Inc,보험,553010
SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
URBN,Urban Outfitters Inc,전문품 상점,534030
POSH,Poshmark Inc Class A,소프트웨어 및 IT서비스,572010
SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
SAFM,Sanderson Farms Inc,식품 및 담배,541020
HWC,Hancock Whitney Corp,은행,551010
WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
IMAB,I-Mab ADR,제약,562010
ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
MRCY,Mercury Systems Inc,우주항공 및 국방,521010
KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ABCB,Ameris Bancorp,은행,551010
PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
ISBC,Investors Bancorp Inc,은행,551010
MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
GO,Grocery Outlet Holding Corp,다양한 소매업,534020
DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
BECN,Beacon Roofing Supply Inc,주택건설,532030
CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
CRON,Cronos Group Inc,제약,562010
VC,Visteon Corp,자동차 및 자동차 부품,531010
SFNC,Simmons First National Corp Class A,은행,551010
OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
DIOD,Diodes Inc,반도체 및 반도체 장비,571010
IRBT,iRobot Corp,전자 장비 및 부품,571040
FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
TRUP,Trupanion Inc,보험,553010
COLB,Columbia Banking System Inc,은행,551010
VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
EBC,Eastern Bankshares Inc,은행,551010
CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
RVMD,Revolution Medicines Inc,생명과학 및 메디컬 리서치,562020
FORM,FormFactor Inc,반도체 및 반도체 장비,571010
CATY,Cathay General Bancorp,은행,551010
SNBR,Sleep Number Corp,가정용품,532040
MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
QFIN,360 DigiTech Inc ADR,은행,551010
ROOT,Root Inc Class A,보험,553010
HMSY,HMS Holdings Corp,헬스케어 업체 및 서비스,561020
STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
SSRM,SSR Mining Inc,메탈&마이닝,512010
RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
IBTX,Independent Bank Group Inc,은행,551010
ONB,Old National Bancorp,은행,551010
MIK,Michaels Companies Inc,전문품 상점,534030
MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
MEOH,Methanex Corp,화학,511010
CLOV,Clover Health Investments Corp Class A,헬스케어 장비 및 용품,561010
MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
TREE,LendingTree Inc,은행,551010
BAND,Bandwidth Inc Class A,통신 서비스,574010
CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
LGIH,LGI Homes Inc,주택건설,532030
WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
VG,Vonage Holdings Corp,통신 서비스,574010
IBOC,International Bancshares Corp,은행,551010
CVBF,CVB Financial Corp,은행,551010
NWE,NorthWestern Corp,전기 유틸리티,591010
VEON,VEON Ltd ADR,통신 서비스,574010
ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
AUB,Atlantic Union Bankshares Corp,은행,551010
NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
PS,Pluralsight Inc Class A,소프트웨어 및 IT서비스,572010
PCRX,Pacira Biosciences Inc,제약,562010
JJSF,J & J Snack Foods Corp,식품 및 담배,541020
UCBI,United Community Banks Inc,은행,551010
SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
INDB,Independent Bank Corp (Massachusetts),은행,551010
STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
REGI,Renewable Energy Group Inc,재생에너지,502010
RCII,Rent-A-Center Inc,전문품 상점,534030
TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
COOP,Mr. Cooper Group Inc,은행,551010
EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
FIBK,First Interstate BancSystem Inc Class A,은행,551010
KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
SHOO,Steven Madden Ltd,섬유 및 의류,532020
PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
STAY,Extended Stay America Inc Unit,호텔 및 엔터테인먼트,533010
SFBS,ServisFirst Bancshares Inc,은행,551010
NK,NantKwest Inc,생명과학 및 메디컬 리서치,562020
CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
PSMT,PriceSmart Inc,다양한 소매업,534020
VIE,Viela Bio Inc,생명과학 및 메디컬 리서치,562020
ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
SMPL,Simply Good Foods Co,식품 및 담배,541020
CORT,Corcept Therapeutics Inc,제약,562010
FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
AMCX,AMC Networks Inc Class A,미디어 및 출판,533020
OPK,OPKO Health Inc,제약,562010
NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
SUMO,Sumo Logic Inc,소프트웨어 및 IT서비스,572010
MARA,Marathon Digital Holdings Inc,핀테크,573010
FCFS,FirstCash Inc,은행,551010
ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
EDIT,Editas Medicine Inc,생명과학 및 메디컬 리서치,562020
SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
SKYW,SkyWest Inc,운송업,524060
CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
LAUR,Laureate Education Inc Class A,교육서비스,631010
FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
FULT,Fulton Financial Corp,은행,551010
PSEC,Prospect Capital Corp,다양한 금융서비스,555010
KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
RIOT,Riot Blockchain Inc,핀테크,573010
TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
SBGI,Sinclair Broadcast Group Inc Class A,미디어 및 출판,533020
OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
ROCK,Gibraltar Industries Inc,주택건설,532030
SEER,Seer Inc Class A,사무기기,571050
GOEV,Canoo Inc Class A,기타 금융업,556010
PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
TWOU,2U Inc,소프트웨어 및 IT서비스,572010
PRLD,Prelude Therapeutics Inc,생명과학 및 메디컬 리서치,562020
XNCR,Xencor Inc,생명과학 및 메디컬 리서치,562020
PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
SINA,SINA Corp,소프트웨어 및 IT서비스,572010
ANAT,American National Group Inc,보험,553010
CAKE,Cheesecake Factory Inc,호텔 및 엔터테인먼트,533010
CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
SVMK,SVMK Inc,소프트웨어 및 IT서비스,572010
COKE,Coca-Cola Consolidated Inc,음료,541010
CMPR,Cimpress PLC,전문 및 상업 서비스,522030
GBT,Global Blood Therapeutics Inc,생명과학 및 메디컬 리서치,562020
AVAV,AeroVironment Inc,우주항공 및 국방,521010
PLXS,Plexus Corp,반도체 및 반도체 장비,571010
UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
SATS,EchoStar Corp Class A,커뮤니케이션 및 네트워킹,571020
IOSP,Innospec Inc,화학,511010
FRME,First Merchants Corp,은행,551010
OPINI,Office Properties Income Trust PRF,주택 및 상업용 리츠,601020
MORF,Morphic Holding Inc,제약,562010
SRNE,Sorrento Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SANM,Sanmina Corp,반도체 및 반도체 장비,571010
WSFS,WSFS Financial Corp,은행,551010
GBDC,Golub Capital BDC Inc,다양한 금융서비스,555010
THRM,Gentherm Inc,자동차 및 자동차 부품,531010
BEAT,BioTelemetry Inc,헬스케어 업체 및 서비스,561020
DCPH,Deciphera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
FMBI,First Midwest Bancorp Inc,은행,551010
QTRX,Quanterix Corp,헬스케어 장비 및 용품,561010
DSP,Viant Technology Inc Class A,소프트웨어 및 IT서비스,572010
AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MGLN,Magellan Health Inc,헬스케어 업체 및 서비스,561020
FWRD,Forward Air Corp,화물 및 물류 서비스,524050
WW,WW International Inc,"개인, 가정 용품 및 서비스",542010
LGND,Ligand Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CSIQ,Canadian Solar Inc,재생에너지,502010
SHEN,Shenandoah Telecommunications Co,통신 서비스,574010
CYRX,Cryoport Inc,화물 및 물류 서비스,524050
BLMN,Bloomin' Brands Inc,호텔 및 엔터테인먼트,533010
MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
WAFD,Washington Federal Inc,은행,551010
MGEE,MGE Energy Inc,전기 유틸리티,591010
NAVI,Navient Corp,은행,551010
RNST,Renasant Corp,은행,551010
VRRM,Verra Mobility Corp Class A,커뮤니케이션 및 네트워킹,571020
AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
WSBC,WesBanco Inc,은행,551010
XPER,Xperi Holding Corp,반도체 및 반도체 장비,571010
LILAK,Liberty Latin America Ltd Class C,통신 서비스,574010
FFBC,First Financial Bancorp,은행,551010
BRP,BRP Group Inc Class A,보험,553010
PUBM,PubMatic Inc Class A,소프트웨어 및 IT서비스,572010
CLNE,Clean Energy Fuels Corp,오일 및 가스,501020
YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
GCMG,GCM Grosvenor Inc Class A,투자은행 및 서비스,551020
NVMI,Nova Measuring Instruments Ltd,반도체 및 반도체 장비,571010
EGOV,NIC Inc,소프트웨어 및 IT서비스,572010
MNRO,Monro Inc,전문품 상점,534030
BANF,BancFirst Corp,은행,551010
JACK,Jack in the Box Inc,호텔 및 엔터테인먼트,533010
AXNX,Axonics Modulation Technologies Inc,헬스케어 장비 및 용품,561010
IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
LOB,Live Oak Bancshares Inc,은행,551010
HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
FLGT,Fulgent Genetics Inc,헬스케어 장비 및 용품,561010
ASO,Academy Sports & Outdoors Inc,전문품 상점,534030
SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
TOWN,Towne Bank,은행,551010
IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
